date,district,rainfall_mm,river_level_m,temperature_c,humidity_pct,elevation_m,ndvi,soil_moisture,days_since_last_flood,flood_occurred,flood_severity
2020-06-28,Dibrugarh,5.4,7.82,26.3,74.0,107.9,0.669,0.676,2,0,0
2020-06-28,Guwahati,7.6,7.58,30.9,71.4,54.6,0.808,0.545,8,0,0
2020-06-28,Jorhat,41.7,7.69,27.0,60.5,86.9,0.528,0.676,4,0,0
2020-06-28,Lakhimpur,15.5,7.31,35.2,94.5,101.4,0.705,0.584,0,1,1
2020-06-28,Nagaon,44.6,8.66,33.3,82.8,60.2,0.645,0.626,0,1,2
2020-06-28,Silchar,19.8,8.02,32.7,76.9,22.2,0.806,0.491,1,0,0
2020-06-28,Sivasagar,147.8,9.48,33.8,60.1,95.5,0.464,0.874,0,1,1
2020-06-28,Tezpur,13.4,7.75,28.4,93.0,48.7,0.702,0.738,2,0,0
2020-06-29,Barpeta,27.6,9.03,34.0,62.1,34.6,0.608,0.65,0,1,1
2020-06-29,Dhubri,64.6,9.46,31.3,83.9,28.5,0.674,0.736,0,1,2
2020-06-29,Dibrugarh,32.9,7.26,28.2,77.0,107.9,0.599,0.626,3,0,0
2020-06-29,Guwahati,75.1,8.5,31.6,72.0,55.2,0.625,0.806,0,1,3
2020-06-29,Jorhat,20.5,7.54,31.0,95.1,85.8,0.506,0.641,5,0,0
2020-06-29,Lakhimpur,91.1,9.0,32.5,78.6,102.6,0.631,0.755,1,0,0
2020-06-29,Nagaon,23.4,7.76,29.5,67.6,60.4,0.67,0.58,1,0,0
2020-06-29,Silchar,59.8,9.29,29.8,72.1,21.5,0.545,0.61,2,0,0
2020-06-29,Sivasagar,222.0,10.06,28.6,64.8,94.5,0.777,0.95,0,1,3
2020-06-29,Tezpur,104.8,9.45,29.6,70.6,47.8,0.683,0.712,0,1,2
2020-06-30,Barpeta,18.7,9.13,27.3,86.8,35.2,0.623,0.622,1,0,0
2020-06-30,Dhubri,97.1,9.78,28.4,74.5,26.9,0.607,0.831,0,1,3
2020-06-30,Dibrugarh,42.3,8.35,30.5,76.2,108.0,0.78,0.621,0,1,1
2020-06-30,Guwahati,19.3,7.54,30.0,79.4,55.1,0.658,0.652,1,0,0
2020-06-30,Jorhat,44.9,7.69,29.0,79.8,86.9,0.71,0.727,6,0,0
2020-06-30,Lakhimpur,11.6,7.15,32.5,95.9,102.4,0.544,0.535,2,0,0
2020-06-30,Nagaon,36.1,7.72,31.5,80.8,59.9,0.788,0.685,0,1,2
2020-06-30,Silchar,20.2,8.11,30.1,75.1,22.2,0.627,0.503,3,0,0
2020-06-30,Sivasagar,36.9,6.94,31.7,80.7,95.7,0.604,0.859,1,0,0
2020-06-30,Tezpur,48.8,8.76,31.8,88.2,48.4,0.639,0.667,0,1,1
2020-07-01,Barpeta,39.5,9.15,29.8,82.0,34.1,0.762,0.633,2,0,0
2020-07-01,Dhubri,15.4,8.62,32.1,97.5,29.1,0.576,0.629,1,0,0
2020-07-01,Dibrugarh,64.1,8.57,29.1,98.2,108.8,0.659,0.775,0,1,1
2020-07-01,Guwahati,61.1,9.2,29.1,81.5,55.0,0.799,0.607,0,1,2
2020-07-01,Jorhat,15.5,7.37,30.2,93.5,86.3,0.52,0.544,7,0,0
2020-07-01,Lakhimpur,43.1,8.01,33.8,68.3,102.4,0.684,0.729,3,0,0
2020-07-01,Nagaon,33.4,8.3,26.7,69.0,61.2,0.812,0.558,1,0,0
2020-07-01,Silchar,11.1,8.81,29.5,77.5,22.3,0.661,0.741,0,1,3
2020-07-01,Sivasagar,37.2,7.9,31.4,87.3,94.7,0.594,0.555,2,0,0
2020-07-01,Tezpur,39.9,8.59,29.7,67.8,47.8,0.439,0.779,1,0,0
2020-07-02,Barpeta,24.6,8.81,31.2,84.6,34.7,0.705,0.49,3,0,0
2020-07-02,Dhubri,36.1,10.15,28.6,70.0,27.9,0.723,0.661,0,1,3
2020-07-02,Dibrugarh,42.8,8.45,32.3,63.2,108.3,0.619,0.68,0,1,2
2020-07-02,Guwahati,25.9,8.23,27.8,81.9,55.3,0.634,0.714,1,0,0
2020-07-02,Jorhat,6.1,7.24,29.9,66.1,85.7,0.645,0.438,8,0,0
2020-07-02,Lakhimpur,18.7,7.6,28.7,78.7,102.3,0.589,0.653,4,0,0
2020-07-02,Nagaon,36.7,8.29,31.9,96.0,58.9,0.568,0.568,0,1,1
2020-07-02,Silchar,22.5,9.3,31.0,73.7,21.4,0.706,0.425,0,1,3
2020-07-02,Sivasagar,58.3,7.88,32.2,64.5,95.9,0.429,0.604,3,0,0
2020-07-02,Tezpur,49.5,8.74,28.1,69.9,47.0,0.636,0.593,0,1,2
2020-07-03,Barpeta,38.3,9.28,30.2,70.6,35.1,0.692,0.539,0,1,2
2020-07-03,Dhubri,150.3,11.63,31.2,75.5,28.8,0.785,0.898,0,1,3
2020-07-03,Dibrugarh,54.6,8.62,32.3,70.4,108.5,0.714,0.777,0,1,3
2020-07-03,Guwahati,24.2,8.41,31.3,81.5,55.6,0.884,0.668,0,1,3
2020-07-03,Jorhat,15.3,8.07,27.2,81.4,86.3,0.685,0.515,9,0,0
2020-07-03,Lakhimpur,51.8,7.66,33.4,68.0,101.7,0.709,0.49,0,1,3
2020-07-03,Nagaon,26.9,8.14,31.4,80.5,60.7,0.905,0.624,1,0,0
2020-07-03,Silchar,27.9,8.5,30.5,79.1,22.5,0.656,0.663,1,0,0
2020-07-03,Sivasagar,9.1,7.24,30.0,66.7,94.8,0.552,0.583,4,0,0
2020-07-03,Tezpur,21.4,8.61,28.1,96.8,47.7,0.684,0.674,1,0,0
2020-07-04,Barpeta,4.0,9.09,29.1,61.5,34.2,0.693,0.585,0,1,1
2020-07-04,Dhubri,41.8,9.72,27.6,55.4,27.5,0.433,0.778,1,0,0
2020-07-04,Dibrugarh,68.6,8.75,30.4,68.7,107.9,0.471,0.676,1,0,0
2020-07-04,Guwahati,59.3,8.58,26.6,79.2,54.2,0.669,0.666,0,1,2
2020-07-04,Jorhat,181.3,9.92,28.7,80.1,86.7,0.669,0.886,10,0,0
2020-07-04,Lakhimpur,41.8,8.42,32.8,84.2,102.0,0.732,0.566,1,0,0
2020-07-04,Nagaon,164.7,9.69,34.4,82.1,59.9,0.747,0.948,0,1,3
2020-07-04,Silchar,12.7,8.91,28.8,83.2,21.2,0.841,0.518,2,0,0
2020-07-04,Sivasagar,28.4,7.78,27.7,73.0,95.4,0.637,0.569,0,1,1
2020-07-04,Tezpur,30.5,7.94,31.3,64.0,48.3,0.707,0.684,0,1,1
2020-07-05,Barpeta,30.9,9.71,33.0,85.6,35.3,0.697,0.672,0,1,2
2020-07-05,Dhubri,142.6,10.96,26.2,68.2,27.9,0.77,0.748,0,1,3
2020-07-05,Dibrugarh,64.4,9.04,27.8,74.0,107.3,0.797,0.541,2,0,0
2020-07-05,Guwahati,38.1,8.31,37.7,93.6,54.4,0.673,0.578,1,0,0
2020-07-05,Jorhat,44.3,7.84,29.7,66.8,85.9,0.703,0.7,11,0,0
2020-07-05,Lakhimpur,44.6,7.85,28.1,96.3,102.0,0.559,0.705,0,1,1
2020-07-05,Nagaon,196.2,10.74,27.3,68.7,59.7,0.683,0.872,1,0,0
2020-07-05,Silchar,52.7,9.22,35.3,78.6,21.8,0.623,,0,1,2
2020-07-05,Sivasagar,18.8,7.91,32.7,70.3,95.1,0.568,0.638,1,0,0
2020-07-05,Tezpur,32.5,8.65,28.9,78.9,48.0,0.523,0.538,0,1,2
2020-07-06,Barpeta,13.7,8.32,28.1,76.4,34.8,0.547,0.621,1,0,0
2020-07-06,Dhubri,48.5,9.88,31.9,76.3,28.0,0.682,0.719,1,0,0
2020-07-06,Dibrugarh,32.4,8.25,30.7,100.0,108.0,0.823,0.446,3,0,0
2020-07-06,Guwahati,17.4,8.34,31.5,72.6,54.8,0.695,0.521,2,0,0
2020-07-06,Jorhat,75.5,8.68,28.1,89.3,86.6,0.58,0.647,12,0,0
2020-07-06,Lakhimpur,57.2,8.44,29.1,79.4,101.8,0.48,0.603,1,0,0
2020-07-06,Nagaon,10.1,8.36,30.5,57.1,60.6,0.47,0.546,2,0,0
2020-07-06,Silchar,58.5,8.97,33.0,65.8,21.2,0.617,0.69,1,0,0
2020-07-06,Sivasagar,22.4,7.84,31.8,97.7,95.3,0.467,,2,0,0
2020-07-06,Tezpur,33.8,8.15,31.7,,48.1,0.617,0.571,1,0,0
2020-07-07,Barpeta,20.5,9.45,32.9,90.9,34.9,0.733,0.723,2,0,0
2020-07-07,Dhubri,54.4,9.41,32.9,67.0,28.2,0.642,0.544,0,1,2
2020-07-07,Dibrugarh,14.0,8.16,34.0,57.7,108.8,0.724,0.68,4,0,0
2020-07-07,Guwahati,19.7,8.34,28.1,96.1,55.1,0.714,0.524,3,0,0
2020-07-07,Jorhat,45.0,7.76,30.6,78.8,87.4,0.688,0.652,13,0,0
2020-07-07,Lakhimpur,47.3,8.14,29.9,61.3,101.6,0.701,0.439,2,0,0
2020-07-07,Nagaon,24.5,7.97,25.1,67.9,61.2,0.625,0.68,0,1,1
2020-07-07,Silchar,19.3,8.32,29.4,79.8,22.4,0.65,0.631,2,0,0
2020-07-07,Sivasagar,35.0,7.31,29.4,74.3,94.9,0.816,0.646,3,0,0
2020-07-07,Tezpur,57.9,8.85,29.1,83.5,48.1,0.586,0.554,2,0,0
2020-07-08,Barpeta,255.7,12.34,28.3,71.2,35.3,0.753,0.95,0,1,2
2020-07-08,Dhubri,15.5,8.69,26.4,76.8,27.1,0.628,0.617,1,0,0
2020-07-08,Dibrugarh,144.9,10.0,32.7,77.3,108.2,0.541,0.95,0,1,3
2020-07-08,Guwahati,14.8,8.05,27.6,92.1,54.7,0.607,0.61,4,0,0
2020-07-08,Jorhat,42.3,8.35,28.6,75.6,86.3,0.807,0.584,0,1,1
2020-07-08,Lakhimpur,21.6,7.95,32.7,78.4,102.5,0.581,0.634,0,1,1
2020-07-08,Nagaon,46.4,8.31,34.3,96.8,59.3,0.719,0.614,1,0,0
2020-07-08,Silchar,52.8,9.1,32.8,81.6,21.8,0.542,0.713,0,1,1
2020-07-08,Sivasagar,35.8,8.03,30.7,68.3,95.3,0.724,0.569,4,0,0
2020-07-08,Tezpur,25.1,8.17,30.4,86.2,46.9,0.637,0.591,0,1,1
2020-07-09,Barpeta,33.6,8.92,28.7,71.8,34.5,0.467,0.539,1,0,0
2020-07-09,Dhubri,17.0,8.75,29.6,73.4,28.3,0.583,0.522,0,1,3
2020-07-09,Dibrugarh,36.8,9.2,32.9,90.9,107.8,0.661,0.595,1,0,0
2020-07-09,Guwahati,17.2,8.05,28.8,68.5,55.1,0.568,0.543,5,0,0
2020-07-09,Jorhat,45.4,7.59,29.1,54.6,87.0,0.401,0.679,1,0,0
2020-07-09,Lakhimpur,42.9,8.4,31.9,72.1,102.5,0.662,0.723,1,0,0
2020-07-09,Nagaon,65.5,8.99,26.7,78.0,60.0,0.677,0.724,2,0,0
2020-07-09,Silchar,139.6,11.26,26.5,78.1,22.1,0.705,0.691,0,1,3
2020-07-09,Sivasagar,30.8,7.76,31.9,80.2,94.9,0.595,0.478,0,1,1
2020-07-09,Tezpur,55.6,9.16,31.9,73.4,48.6,0.569,0.492,1,0,0
2020-07-10,Barpeta,12.6,9.3,33.5,88.0,35.4,0.648,0.619,2,0,0
2020-07-10,Dhubri,19.1,,23.8,87.0,27.3,0.639,0.478,1,0,0
2020-07-10,Dibrugarh,41.6,7.94,28.9,71.9,108.2,0.716,0.598,0,1,1
2020-07-10,Guwahati,71.5,8.85,27.2,84.2,55.5,0.739,0.722,6,0,0
2020-07-10,Jorhat,13.1,7.25,32.9,71.3,85.8,0.465,0.647,2,0,0
2020-07-10,Lakhimpur,269.7,11.6,30.3,77.8,101.7,0.537,0.95,2,0,0
2020-07-10,Nagaon,18.2,7.78,30.8,74.9,59.8,0.603,0.493,3,0,0
2020-07-10,Silchar,85.6,9.83,31.0,85.3,22.1,0.51,0.759,0,1,3
2020-07-10,Sivasagar,51.4,8.68,34.8,69.3,94.5,0.614,0.733,1,0,0
2020-07-10,Tezpur,42.5,8.6,28.1,89.3,47.2,0.619,0.626,2,0,0
2020-07-11,Barpeta,56.5,10.11,32.5,86.7,33.9,0.714,0.687,3,0,0
2020-07-11,Dhubri,15.1,8.68,28.1,73.4,27.4,0.731,0.576,2,0,0
2020-07-11,Dibrugarh,134.4,9.82,31.0,73.1,108.1,0.659,0.901,0,1,1
2020-07-11,Guwahati,83.9,9.25,31.1,75.0,54.8,0.674,0.615,0,1,2
2020-07-11,Jorhat,45.1,8.54,31.0,77.5,86.0,0.809,0.644,0,1,2
2020-07-11,Lakhimpur,27.8,7.85,29.5,98.1,101.6,0.7,0.636,3,0,0
2020-07-11,Nagaon,24.3,7.71,31.3,79.7,59.5,0.617,0.644,4,0,0
2020-07-11,Silchar,79.9,9.41,32.4,72.8,21.6,0.651,0.735,0,1,2
2020-07-11,Sivasagar,86.5,8.54,29.9,92.3,95.4,0.614,0.778,0,1,3
2020-07-11,Tezpur,21.7,8.29,30.1,69.9,48.2,0.676,0.544,3,0,0
2020-07-12,Barpeta,25.6,9.2,30.7,77.9,34.0,0.724,0.533,4,0,0
2020-07-12,Dhubri,28.1,9.29,27.6,87.0,28.3,0.732,0.627,3,0,0
2020-07-12,Dibrugarh,152.9,9.93,34.2,82.1,107.3,0.479,0.865,0,1,3
2020-07-12,Guwahati,31.9,8.84,32.8,75.4,55.3,0.65,0.712,1,0,0
2020-07-12,Jorhat,44.4,8.15,32.5,96.3,85.4,0.601,0.755,1,0,0
2020-07-12,Lakhimpur,18.0,7.8,28.9,92.5,102.1,0.873,0.61,4,0,0
2020-07-12,Nagaon,18.5,8.46,30.5,83.1,60.0,0.58,0.376,5,0,0
2020-07-12,Silchar,57.8,8.64,29.4,80.5,21.2,0.671,0.607,0,1,3
2020-07-12,Sivasagar,244.9,11.39,31.6,87.7,94.7,0.765,0.95,0,1,3
2020-07-12,Tezpur,41.9,8.79,34.5,75.9,48.2,0.614,0.737,0,1,2
2020-07-13,Barpeta,18.6,9.13,25.2,81.9,35.8,0.464,0.616,5,0,0
2020-07-13,Dhubri,205.1,11.26,28.9,65.7,27.5,0.802,0.894,0,1,2
2020-07-13,Dibrugarh,34.2,8.1,31.7,78.7,108.5,0.711,0.659,1,0,0
2020-07-13,Guwahati,29.0,8.16,35.5,92.0,54.4,0.729,0.69,0,1,3
2020-07-13,Jorhat,148.4,9.74,30.6,82.5,86.7,0.47,0.794,0,1,3
2020-07-13,Lakhimpur,42.9,8.09,31.9,85.7,101.9,0.751,0.582,5,0,0
2020-07-13,Nagaon,10.1,7.71,32.0,92.6,60.8,0.655,0.402,6,0,0
2020-07-13,Silchar,34.8,8.54,30.1,77.5,22.4,0.719,0.56,0,1,2
2020-07-13,Sivasagar,44.7,7.12,25.9,81.3,94.8,0.671,0.574,1,0,0
2020-07-13,Tezpur,35.9,9.08,32.5,81.2,47.7,0.792,0.682,0,1,3
2020-07-14,Barpeta,34.0,9.44,27.9,70.9,35.4,0.579,0.649,0,1,2
2020-07-14,Dhubri,95.4,10.05,30.0,83.9,26.9,0.567,0.851,0,1,2
2020-07-14,Dibrugarh,62.0,9.12,27.3,68.8,107.8,0.655,0.689,2,0,0
2020-07-14,Guwahati,27.0,8.03,31.7,90.6,55.1,0.698,0.598,1,0,0
2020-07-14,Jorhat,47.5,8.44,34.0,82.8,86.7,0.664,0.621,1,0,0
2020-07-14,Lakhimpur,12.8,7.83,30.8,89.6,101.7,0.802,0.585,6,0,0
2020-07-14,Nagaon,25.0,8.72,30.1,59.9,60.3,0.643,0.565,7,0,0
2020-07-14,Silchar,178.3,10.81,24.3,83.0,22.2,0.686,0.95,0,1,3
2020-07-14,Sivasagar,124.2,8.66,33.8,78.2,95.0,0.641,0.703,0,1,3
2020-07-14,Tezpur,52.9,8.57,31.7,93.6,48.7,0.564,0.633,1,0,0
2020-07-15,Barpeta,33.5,8.81,31.4,76.6,34.8,0.636,0.559,1,0,0
2020-07-15,Dhubri,19.9,9.39,29.8,72.9,27.8,0.747,0.652,1,0,0
2020-07-15,Dibrugarh,43.4,8.41,28.6,97.1,107.5,0.598,0.517,0,1,2
2020-07-15,Guwahati,28.5,8.02,28.4,77.6,54.5,0.762,0.583,2,0,0
2020-07-15,Jorhat,77.6,8.77,31.9,92.2,86.0,0.657,0.78,0,1,1
2020-07-15,Lakhimpur,240.1,11.58,28.7,99.8,101.8,0.696,0.907,0,1,3
2020-07-15,Nagaon,37.0,7.48,35.4,94.7,60.5,0.733,0.649,0,1,3
2020-07-15,Silchar,127.0,10.83,28.1,73.2,22.9,0.72,0.865,0,1,3
2020-07-15,Sivasagar,26.3,7.62,30.5,79.3,94.6,0.492,0.587,1,0,0
2020-07-15,Tezpur,16.1,8.18,31.8,83.5,48.0,0.453,0.649,2,0,0
2020-07-16,Barpeta,49.3,8.9,31.5,71.6,34.4,0.64,0.635,0,1,1
2020-07-16,Dhubri,44.0,9.48,31.0,91.9,28.1,0.623,0.517,2,0,0
2020-07-16,Dibrugarh,60.6,8.3,25.3,72.7,107.6,0.818,0.715,1,0,0
2020-07-16,Guwahati,76.0,8.42,27.6,84.4,53.9,0.599,0.793,3,0,0
2020-07-16,Jorhat,171.3,9.94,30.0,77.0,86.3,0.725,0.847,0,1,2
2020-07-16,Lakhimpur,62.2,8.29,31.0,80.6,102.5,0.529,0.739,1,0,0
2020-07-16,Nagaon,17.0,8.24,26.4,60.0,59.7,0.529,0.668,0,1,3
2020-07-16,Silchar,16.9,9.17,31.5,71.5,21.0,0.71,0.546,0,1,2
2020-07-16,Sivasagar,30.1,7.59,31.0,77.3,95.0,0.604,0.651,0,1,2
2020-07-16,Tezpur,21.6,8.36,34.4,94.9,47.5,0.639,0.645,0,1,3
2020-07-17,Barpeta,202.1,11.97,33.3,78.1,35.5,0.755,0.95,0,1,3
2020-07-17,Dhubri,104.5,9.59,32.7,97.1,28.1,0.65,0.92,3,0,0
2020-07-17,Dibrugarh,34.4,8.25,34.1,65.0,107.5,0.528,0.532,2,0,0
2020-07-17,Guwahati,15.0,8.39,31.4,96.4,54.9,0.657,0.595,4,0,0
2020-07-17,Jorhat,44.1,8.23,29.4,74.9,86.0,0.595,0.729,0,1,1
2020-07-17,Lakhimpur,15.8,7.69,30.0,69.1,101.4,0.623,0.467,2,0,0
2020-07-17,Nagaon,43.6,8.95,26.9,64.3,60.2,0.661,0.677,1,0,0
2020-07-17,Silchar,79.8,9.85,30.7,93.2,22.0,0.593,0.613,1,0,0
2020-07-17,Sivasagar,27.5,8.01,27.8,77.1,95.4,0.793,0.529,1,0,0
2020-07-17,Tezpur,46.9,9.1,30.5,91.2,47.7,0.577,0.684,1,0,0
2020-07-18,Barpeta,39.4,9.52,29.2,89.5,34.9,0.514,0.697,1,0,0
2020-07-18,Dhubri,41.6,9.4,30.9,81.3,27.9,0.719,0.806,4,0,0
2020-07-18,Dibrugarh,13.6,7.67,32.0,89.7,108.2,0.673,0.709,3,0,0
2020-07-18,Guwahati,115.0,9.36,24.0,83.1,55.9,0.487,0.784,5,0,0
2020-07-18,Jorhat,6.1,7.89,32.9,80.7,86.0,0.754,0.653,0,1,2
2020-07-18,Lakhimpur,40.9,8.62,31.7,100.0,102.3,0.585,0.569,3,0,0
2020-07-18,Nagaon,30.8,,27.2,64.4,60.1,0.623,0.66,2,0,0
2020-07-18,Silchar,35.1,9.21,30.8,84.3,20.6,0.678,0.746,2,0,0
2020-07-18,Sivasagar,55.3,8.45,27.9,83.4,94.9,0.592,0.681,0,1,2
2020-07-18,Tezpur,45.3,8.85,30.0,63.4,47.9,0.667,0.603,0,1,3
2020-07-19,Barpeta,23.1,9.33,24.9,86.6,35.6,0.56,0.631,0,1,1
2020-07-19,Dhubri,16.5,9.2,28.6,98.2,28.2,0.474,0.452,0,1,1
2020-07-19,Dibrugarh,31.6,8.12,25.6,79.4,108.0,0.561,0.575,0,1,3
2020-07-19,Guwahati,26.6,8.16,31.8,67.3,55.5,0.699,0.544,0,1,3
2020-07-19,Jorhat,22.6,7.94,31.5,73.4,85.8,0.484,0.631,1,0,0
2020-07-19,Lakhimpur,12.4,7.5,35.4,71.5,100.3,0.648,0.568,4,0,0
2020-07-19,Nagaon,67.7,8.5,30.9,75.5,60.1,0.512,0.567,3,0,0
2020-07-19,Silchar,27.2,9.69,31.6,83.0,22.7,0.665,0.598,3,0,0
2020-07-19,Sivasagar,42.5,7.97,30.5,83.0,94.4,0.639,0.638,1,0,0
2020-07-19,Tezpur,64.6,8.7,29.5,89.2,47.3,0.878,0.625,0,1,1
2020-07-20,Barpeta,70.4,9.81,31.4,77.4,36.1,0.662,0.733,1,0,0
2020-07-20,Dhubri,4.3,8.76,33.7,71.9,27.9,0.662,0.612,0,1,1
2020-07-20,Dibrugarh,47.0,8.67,25.8,73.0,108.4,0.524,0.634,1,0,0
2020-07-20,Guwahati,31.9,8.38,29.4,80.8,54.7,0.44,0.777,1,0,0
2020-07-20,Jorhat,18.1,7.91,27.3,77.2,85.9,0.592,0.557,0,1,2
2020-07-20,Lakhimpur,200.5,10.35,31.5,75.2,101.9,0.598,0.95,0,1,1
2020-07-20,Nagaon,50.9,8.26,31.3,93.7,60.0,0.745,0.723,0,1,3
2020-07-20,Silchar,36.0,8.86,30.0,94.7,21.9,0.638,0.71,0,1,3
2020-07-20,Sivasagar,21.3,7.73,31.7,82.4,95.0,0.649,0.742,2,0,0
2020-07-20,Tezpur,58.2,9.89,31.0,73.7,47.1,0.576,0.687,1,0,0
2020-07-21,Barpeta,25.9,8.86,33.4,70.2,35.4,0.633,0.634,2,0,0
2020-07-21,Dhubri,64.9,9.95,25.9,70.4,27.6,0.513,0.665,1,0,0
2020-07-21,Dibrugarh,13.1,8.15,31.1,79.8,107.4,0.553,0.59,0,1,3
2020-07-21,Guwahati,25.7,8.34,23.8,63.2,54.1,0.755,0.603,2,0,0
2020-07-21,Jorhat,53.3,8.14,30.5,81.6,86.0,0.659,0.632,1,0,0
2020-07-21,Lakhimpur,27.4,8.26,32.5,65.6,102.2,0.66,0.552,1,0,0
2020-07-21,Nagaon,38.0,8.64,27.8,76.4,59.1,0.743,0.548,1,0,0
2020-07-21,Silchar,39.8,8.76,29.2,78.7,21.4,0.676,0.704,0,1,1
2020-07-21,Sivasagar,15.0,7.56,31.6,68.3,94.8,0.678,0.644,3,0,0
2020-07-21,Tezpur,18.2,8.2,32.1,76.0,47.7,0.74,0.607,2,0,0
2020-07-22,Barpeta,13.6,9.36,29.9,76.2,34.7,0.614,0.62,0,1,1
2020-07-22,Dhubri,46.3,8.98,36.1,85.0,29.5,0.786,0.625,2,0,0
2020-07-22,Dibrugarh,36.0,8.24,30.8,82.5,107.5,0.59,0.677,1,0,0
2020-07-22,Guwahati,14.3,8.33,31.3,87.2,56.2,0.869,0.524,3,0,0
2020-07-22,Jorhat,70.5,8.84,30.7,81.9,85.7,0.688,0.672,0,1,3
2020-07-22,Lakhimpur,54.8,8.2,32.4,86.1,101.9,0.595,0.587,0,1,2
2020-07-22,Nagaon,39.9,8.07,29.6,74.7,60.0,0.589,0.677,0,1,1
2020-07-22,Silchar,187.8,10.94,30.1,69.7,22.6,0.592,0.858,0,1,2
2020-07-22,Sivasagar,41.2,7.66,28.4,82.8,94.6,0.627,0.509,0,1,1
2020-07-22,Tezpur,3.2,8.37,32.7,83.4,48.1,0.664,0.485,3,0,0
2020-07-23,Barpeta,16.0,8.5,38.7,91.3,35.7,0.657,0.498,1,0,0
2020-07-23,Dhubri,277.7,12.47,27.6,89.7,27.2,0.727,0.95,0,1,1
2020-07-23,Dibrugarh,139.1,10.02,29.0,76.3,108.7,0.603,0.839,0,1,3
2020-07-23,Guwahati,19.3,8.48,33.8,74.8,55.0,0.47,0.535,4,0,0
2020-07-23,Jorhat,20.3,7.36,26.5,77.1,86.7,0.507,0.627,1,0,0
2020-07-23,Lakhimpur,16.7,7.48,34.7,87.0,102.2,0.78,0.471,1,0,0
2020-07-23,Nagaon,26.0,8.11,30.6,91.7,60.2,0.71,0.556,1,0,0
2020-07-23,Silchar,16.0,8.38,28.9,93.4,22.1,0.646,0.533,0,1,2
2020-07-23,Sivasagar,36.7,7.68,32.2,82.8,94.8,0.728,0.522,1,0,0
2020-07-23,Tezpur,31.7,8.41,28.9,85.9,48.1,0.507,0.698,0,1,3
2020-07-24,Barpeta,10.6,8.38,28.5,59.4,34.8,0.619,0.505,2,0,0
2020-07-24,Dhubri,42.0,9.49,35.1,85.7,27.6,0.723,0.611,1,0,0
2020-07-24,Dibrugarh,44.1,8.87,29.3,73.8,108.0,0.702,0.819,1,0,0
2020-07-24,Guwahati,8.0,8.12,29.3,67.8,54.4,0.721,0.568,0,1,2
2020-07-24,Jorhat,45.2,8.59,26.9,62.7,85.1,0.442,0.694,2,0,0
2020-07-24,Lakhimpur,71.1,8.38,29.4,69.1,102.7,0.749,0.911,0,1,2
2020-07-24,Nagaon,75.8,8.77,30.8,65.4,59.6,0.665,0.858,0,1,3
2020-07-24,Silchar,17.9,8.95,29.1,93.2,22.3,0.542,0.469,1,0,0
2020-07-24,Sivasagar,215.6,10.67,31.0,73.0,94.6,0.669,0.95,0,1,1
2020-07-24,Tezpur,151.3,11.28,28.9,82.1,47.7,0.633,0.775,0,1,3
2020-07-25,Barpeta,72.6,9.76,31.8,86.0,34.6,0.815,0.747,3,0,0
2020-07-25,Dhubri,32.9,8.76,27.8,70.4,26.9,0.694,0.672,2,0,0
2020-07-25,Dibrugarh,23.6,8.46,31.8,84.2,108.1,0.46,0.471,2,0,0
2020-07-25,Guwahati,28.8,8.65,31.9,78.0,55.0,0.811,0.606,0,1,2
2020-07-25,Jorhat,71.0,8.77,27.3,85.8,85.6,0.704,0.696,3,0,0
2020-07-25,Lakhimpur,22.3,8.09,28.7,64.2,102.2,0.581,0.498,1,0,0
2020-07-25,Nagaon,59.4,7.98,36.2,70.5,59.3,0.738,0.782,1,0,0
2020-07-25,Silchar,24.1,9.18,31.1,87.7,22.7,0.702,0.61,2,0,0
2020-07-25,Sivasagar,30.3,7.48,27.9,83.5,95.2,0.779,0.677,1,0,0
2020-07-25,Tezpur,16.7,8.42,28.9,81.5,48.0,0.653,0.557,0,1,3
2020-07-26,Barpeta,79.0,10.25,27.8,88.9,33.9,0.743,0.697,4,0,0
2020-07-26,Dhubri,41.1,9.36,27.3,81.3,28.3,0.582,0.586,3,0,0
2020-07-26,Dibrugarh,25.4,7.78,28.9,88.8,108.0,0.542,0.553,3,0,0
2020-07-26,Guwahati,41.4,8.7,26.1,82.0,55.1,0.654,0.716,1,0,0
2020-07-26,Jorhat,20.3,7.68,30.5,90.7,85.4,0.679,0.468,4,0,0
2020-07-26,Lakhimpur,11.2,7.55,29.4,91.2,102.8,0.745,0.396,2,0,0
2020-07-26,Nagaon,38.3,8.79,31.0,82.8,58.9,0.64,0.607,2,0,0
2020-07-26,Silchar,42.5,9.27,28.2,70.5,21.8,0.564,0.563,0,1,2
2020-07-26,Sivasagar,27.3,8.15,25.7,94.0,94.3,0.459,0.535,2,0,0
2020-07-26,Tezpur,53.6,8.66,31.6,74.6,47.5,,0.721,1,0,0
2020-07-27,Barpeta,9.9,8.22,30.9,85.7,34.7,0.64,0.54,0,1,3
2020-07-27,Dhubri,177.5,11.31,31.7,86.7,28.3,0.579,0.95,0,1,2
2020-07-27,Dibrugarh,48.4,8.52,32.4,80.8,109.2,0.556,0.56,0,1,2
2020-07-27,Guwahati,86.9,9.82,25.7,82.2,55.0,0.608,0.763,0,1,2
2020-07-27,Jorhat,31.4,8.03,29.0,91.1,85.1,0.78,0.523,5,0,0
2020-07-27,Lakhimpur,16.6,7.74,27.5,68.1,102.4,0.61,0.557,3,0,0
